Smiles,cid
O=C(N/N=C/c1ccco1)c1ccncc1,CID338
CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(N=C(O)/C(C)=C\C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O,CID339
CCNc1c(C#N)c(Cl)c(C#N)c(NCC)c1C#N,CID340
O=C(N/N=C/[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)c1ccncc1,CID341
Cc1ncc(CO)c(C=O)c1O,CID342
O=C1[C@@H]2[C@H]3CC[C@H](O3)[C@@H]2C(=O)N1c1ccc(Cl)cc1,CID343
C=CCOCCOc1cccc2cc(-c3nn[nH]n3)c(=O)oc12,CID344
OC1=NCC(Cc2cccc(C(F)(F)F)c2)O1,CID345
CCC(=O)O/N=C(\C)Cl,CID346
O=[N+]([O-])c1cc(I)c(O)c(I)c1,CID347
CCCC1(c2ccccn2)CC(C)OC1=O,CID348
Cc1ncc(CO)c(/C=N/O)c1O,CID349
NN=C(O)c1ccnc2c1CCCC2,CID350
c1ccc(Nc2ccc3ccccc3c2)cc1,CID351
N#Cc1c(Cl)cc(Cl)c(C#N)c1Cl,CID352
CCCCCCO,CID353
CN=C(O)Oc1cccc2c1OCC2,CID354
CN(C)CCCN1c2ccccc2CCc2ccccc21,CID355
COc1cccc2cc(-c3nn[nH]n3)c(=O)oc12,CID356
N#CSc1cc(Cl)c(NC(=O)CF)cc1Cl,CID357
CN(C)c1ccc(-n2c(=O)n(C)c3ccc(Cl)cc32)cc1,CID358
CN1CCN(C2Cc3ccccc3Sc3ccc(Cl)cc32)CC1,CID359
CN(C)C(=O)N(C)C(=O)Nc1ccc(F)cc1,CID360
O=C(c1ccccc1)C1C(=O)c2ccccc2C1=O,CID361
CN1c2ccccc2N=Cc2c1oc1ccc(Cl)cc1c2=O,CID362
CCOP(=S)(OCC)Oc1ccc(OC(C)CC(C)C)nn1,CID363
C/C=C(\CCC)C(O)=NC(=N)O,CID364
COP(=O)(Oc1ccc([N+](=O)[O-])c(C)c1)SC,CID365
CN(C)C(=O)N(C)C(=O)Nc1ccc(Br)cc1,CID366
C=CCc1ccccc1,CID367
CC(=O)C(C)C,CID368
CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)c(Cl)c1,CID369
CC(=N)c1c(O)nc(OC(C)C)c2c1CCC2,CID370
CC1(C)COC(Cc2ccccc2)=N1,CID371
C=CC(C)(CCC=C(C)C)OC(C)=O,CID372
Cc1csc(N=C(N=c2cc(C)[nH]c3ccccc23)NC(C)(C)C)n1,CID373
Clc1ccccc1/C=N/Nc1ccc(I)cc1,CID374
CC1Cc2cc(C(=O)c3ccc(F)cc3)ccc2O1,CID375
CCSc1nn2c(=O)c3[nH]c4ccccc4c3nc2s1,CID376
O=C1c2ccccc2Nc2cc(Cl)ccc2N1CCN1CCCC1,CID377
CS(=O)(=O)OC(CCN1CCCCC1)(c1ccccc1)c1ccccc1,CID378
CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1Cl,CID379
OC1=NCC(Cc2ccccc2Br)O1,CID380
CCCC[C@H](C)C[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CC(=O)CCCCC(=O)OC,CID381
Cc1cc(=NC(=Nc2nccs2)NC2(C)CCCC2)c2ccccc2[nH]1,CID382
COc1ccc(C(=O)N2CC3CCCCC3C2=O)cc1,CID383
CC[C@@]12CCCN3CCc4c(n(c5ccccc45)[C@@H](CO)C1)[C@H]32,CID384
C/C(Cl)=N\Nc1ccccc1[N+](=O)[O-],CID385
COP(=S)(OC)Oc1ccc(C#N)cc1Cl,CID386
COc1cccc(Cc2csc(N3CCNCC3)n2)c1,CID387
CCN(CC)c1cc(=O)nc2sccn12,CID388
COc1ccc(CC2=NC(C)(C)CO2)cc1,CID389
N=C(CSS(=O)(=O)O)NCCCOCc1ccccc1,CID390
CN1CCN(C2=Nc3cc(Cl)ccc3Cc3ccccc32)CC1,CID391
O=C(O)c1cc(NCc2ccsc2)c(Oc2ccccc2)c(S(=O)(=O)n2cccc2)c1,CID392
CCc1cc2c(s1)N=C(O)CN=C2c1ccccc1F,CID393
COc1c(I)cc(I)cc1C(=O)O,CID394
CCCCN(CCCC)CCN1c2ccccc2Sc2cccnc21,CID395
Nc1ccc(Cl)c([N+](=O)[O-])c1,CID396
COc1cccc(N2CCN(C(=O)N(C)C(=O)N(C)C)CC2)c1,CID397
O=C(CCc1cc2c(s1)-n1c(nnc1C1CC1)CN=C2c1ccccc1Cl)N1CCOCC1,CID398
CC(=O)CCC(C)(C)C(C)N(C)C,CID399
CCN(CC)CCOC(=O)CCC(O)=Nc1nnc(C(C)C)s1,CID400
COc1ccccc1OCC1N(C(=O)CSC(C)=O)CCS1=O,CID401
NN=C(O)c1cc(Cl)nc(Cl)c1,CID402
CCCCCCCCCCCCC(Br)C(=O)O,CID403
CN1CCN(C2=Nc3ccccc3Cc3ccc(Cl)cc32)CC1,CID404
OCCc1ccncc1,CID405
CC(=O)CC(C)(C)O,CID406
COc1ccc([C@H]2OC(=O)C[C@@H]2C(C)=O)cc1OC,CID407
CCCCC1(CCN2CCCCC2)C(O)=NC(=O)N=C1O,CID408
Cc1ccc(N2C(=O)C3=C(SCCO3)C2OC(=O)N2CCN(C)CC2)nc1,CID409
Cc1nn(Cc2ccccc2)cc1OCCO,CID410
O=C1c2ccccc2OC(CCCl)N1c1ccccc1,CID411
CCCN(CCC)C(=O)CSP(=S)(OCC)OCC,CID412
O=C(Cc1ccccc1)c1ccc2c(c1)CCO2,CID413
CCOP(=S)(Oc1ccc([N+](=O)[O-])cc1)c1ccc(Cl)cc1,CID414
O=C1/C(=C\c2ccc(Br)cc2)N=C(c2ccccc2)N1/N=C/c1ccccc1Br,CID415
C#CCN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,CID416
CCC(O)c1ccc2c(c1)OCO2,CID417
O=C(CF)Nc1ccc(F)cc1,CID418
CC(=O)OCN1C(=O)N(COC(C)=O)C(c2ccccc2)(c2ccccc2)C1=O,CID419
CCN(CC)CCCC(C)N=c1[nH]c(/C=C/c2c(Br)cc(Br)cc2Br)nc2ccc([N+](=O)[O-])cc12,CID420
Nc1ccc(Cl)c(Cl)c1,CID421
CC(=O)Oc1ccc([C@@]23C[C@@H]4C[C@@H](C[C@@](C(=O)O)(C4)C2)C3)cc1,CID422
NC(=Nc1ccccc1)c1ccncc1,CID423
O=[N+]([O-])c1ccc(NN=CO)cc1,CID424
CCC(NC(=NC#N)N=c1cc[nH]cc1)C(C)C,CID425
N=C(N)NC(=N)Nc1ccc(Oc2ccc(S(=O)(=O)CCl)cc2)cc1,CID426
Cc1ccc2c(=O)n(-c3cc(C)no3)c(C)nc2c1,CID427
COc1ccc(Nc2cc[nH]c(=N)c2C#N)cc1,CID428
O=[N+]([O-])c1ccc(N2N=C(c3ccc(Cl)cc3)CC2c2ccccc2)c([N+](=O)[O-])c1,CID429
COc1cc(C(O)=NN)ccn1,CID430
CN(C)C(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2N(C)C1=O,CID431
CC(=O)c1ccc(N2CCN(C3CCC(O)=N3)CC2)cc1,CID432
CNCCOc1cc(C)nn1-c1ccccc1,CID433
CCCCO/N=C(\C)c1ccc(-c2ccc(CC)cc2)s1,CID434
O=C1/C(=C\c2ccccc2Br)N=C(c2ccccc2)N1/N=C/c1ccccc1,CID435
CCCCN(CCCC)C(=O)CSP(=S)(OCC)OCC,CID436
Cn1c(=O)c2c(ncn2CCN2CCC(C(=O)c3ccc(F)cc3)CC2)n(C)c1=O,CID437
CC(C)=CCOc1ccc(NC(S)=N/N=C/c2ccco2)cc1,CID438
O=C1/C(=C\c2ccccc2)N=C(c2ccccc2)N1/N=C/c1ccccc1Br,CID439
COc1ccc(C2Cc3ccc(OC)c4occ(c34)CCN2C)c2c1C(O)=C(/N=N/c1ccc(F)cc1)S2(=O)=O,CID440
CCCCN1CCN(C2=Cc3ccccc3Oc3ccccc32)CC1,CID441
O=c1c(-c2ccc(Cl)cc2)cc(-c2ccc(Cl)cc2)nn1CCN1CCOCC1,CID442
CC(C)OC(=O)N(C)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,CID443
CN1C(=O)CC2(CCN(CCCC(=O)c3ccc(F)cc3)CC2)C1=O,CID444
Cc1cc(S(=O)(=O)NNc2nc3ccccc3s2)ccc1NC(S)=NC1CCCCC1,CID445
C=CCC1(c2ccccc2)C(O)=NC(=O)N=C1O,CID446
O=Cc1ccc(Br)cc1,CID447
O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,CID448
O=C(CBr)Nc1ccc(Oc2ccc(Br)cc2)cc1,CID449
Cc1nc([N+](=O)[O-])cn1CCOc1ccccc1,CID450
CC(CN(C(C)C)C(C)C)N1CCN(c2ccccn2)CC1,CID451
O=C(CF)Nc1ccc(Br)cc1,CID452
CCOc1nc(O)c(C(C)=N)c2c1CCC2,CID453
CCN1CCO[C@@H]2c3ccccc3CCC[C@H]21,CID454
Cc1[nH]c(=N)[nH]c(=N)c1Cc1ccc(Cl)cc1,CID455
CCCCNC(C)C(O)c1ccc(SCC(C)C)cc1,CID456
OC1=Nc2ccc(Cl)cc2C(c2ccccc2F)=NC1,CID457
Cc1ncc([N+](=O)[O-])n1CCOc1ccccc1,CID458
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1C,CID459
Cc1cc(=NC(=NCC(C)(C)C)Nc2nccs2)c2ccccc2[nH]1,CID460
CCc1ccc(-c2ccc(/C(C)=N/OC)s2)cc1,CID461
C/C=C/C=C/C(=O)OC1CCCCC1,CID462
C=CCOc1ccc([C@@H]2c3ccc(OC)cc3OC(C)(C)[C@H]2c2ccccc2)cc1,CID463
CC[C@]12CCCN3CCc4c(n(c5ccccc45)[C@@H](C(O)=NC4CC4)C1)[C@@H]32,CID464
O=c1c2c(oc3ccc(Cl)cc13)N(Cc1ccccc1)c1ccccc1N=C2,CID465
NC(=Nc1ccc(Cl)cc1)c1ccncc1,CID466
Cc1ccccc1/N=N/C(=N/c1ccc(-c2nnc(S)o2)cc1)c1ccccc1,CID467
Cc1cc(C(=O)NN)cc(C)n1,CID468
CCOCCN=C(NC#N)Nc1cccnc1,CID469
Nc1c(C(=O)NCCN2CCCC2)nnc2c(F)cccc12,CID470
CCCCOc1c(Cl)c(Cl)c(C#N)c(Cl)c1C#N,CID471
CCN(CC)CCOC(=O)C1(c2ccccc2)CCCC1,CID472
CCOP(=S)(OCC)Oc1ccc(Oc2c(Cl)cc(Cl)cc2Cl)nn1,CID473
CN1C(=O)CN=C(c2ccccc2)c2cc(C#N)ccc21,CID474
COC[C@]12CN(C)C3[C@@H]4[C@H](OC)[C@H]1[C@@]3([C@@H](OC)C[C@H]2O)[C@@H]1C[C@]2(O)[C@@H](OC)[C@H](O)[C@@]4(OC)[C@H]1[C@H]2OC(=O)c1ccccc1,CID475
CC1(C)CC(N=C(O)c2c[nH]c3ccccc23)C(=O)O1,CID476
C/C(CC(=O)OC(C)(C)C)=N\N=c1ccc(N2CCCC2)n[nH]1,CID477
Cc1nnc2n1-c1sc(CCC(=O)N(C)C)cc1C(c1ccccc1Cl)=NC2,CID478
CN1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3CCF)CC1,CID479
CC(=O)COc1ccc2cc(C(C)=O)ccc2c1,CID480
CCCN(CCC)S(=O)(=O)c1ccc(CO)cc1,CID481
NCCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,CID482
CN(C)CCCN1c2ccccc2C(C)(C)c2ccccc21,CID483
COc1ccc(C2(O)CCCCC2CN(C)C)cc1,CID484
CCC1C(C)=NN=C(c2ccc(OC)c(OC)c2)c2cc(OC)c(OC)cc21,CID485
O=C(CCc1cc2c(s1)-n1cnnc1CN=C2c1ccccc1Cl)N1CCOCC1,CID486
CN(C)CC1C(=O)OC2(CCCC2)C1c1ccc(Cl)cc1,CID487
CC1(C)OC(O)=Nc2ccc(Cl)cc21,CID488
CCCCCCCCCCCCCC(=O)OC(C)C,CID489
CCN(CC)CCCC(C)Nc1cc(OC)cc2cccnc12,CID490
OC1=NCC(Cc2ccccc2Oc2ccccc2)O1,CID491
CC1(C)CC(NC(=O)c2ccc(F)cc2)C(=O)O1,CID492
CC1(C)OC(O)=Nc2ccccc21,CID493
CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5nc6ccccc6nc5c4c3C2=O)N=C(O)/C(C)=C\C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,CID494
Cc1nnc2n1-c1sc(CC(=O)N3CCOCC3)cc1C(c1ccccc1Cl)=NC2,CID495
Cc1cc(=NC(=NCC(C)C)Nc2nccs2)c2ccccc2[nH]1,CID496
COc1ccc(-c2nccs2)cc1C(=O)O,CID497
Clc1ccc(CCOc2ncnc3ncccc23)cc1,CID498
Cc1ccccc1N=C(S)NC(=N)Nc1nc2ccc([N+](=O)[O-])cc2[nH]1,CID499
CCOc1ccccc1OCC1CNCCO1,CID500
COc1cccc(C2(O)CCCCC2CN2CCCC2)c1,CID501
N=C(N)NC(O)=Nc1cccc(S(=O)(=O)CCl)c1,CID502
O=S1c2ccccc2N(CCCN2CCN(CCO)CC2)c2cc(Cl)ccc21,CID503
CCN(CC)c1cc(=O)c2c(ccc3ccc(OC)cc32)o1,CID504
CC(C)(C)C(=O)OCOC(=O)C(C)(C)Oc1ccc(Cc2ccc(Cl)cc2)cc1,CID505
CC(C)N1CCN(c2cc3ccccc3c(=O)c3ccccc23)CC1,CID506
CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O,CID507
CCCCC=O,CID508
COc1cc(C(O)=NC2CCCNC2)cc(OC)c1OC,CID509
CCCC(=O)N1CCN(C(=O)CCC)CC1,CID510
COc1ccccc1OC(c1ccccc1Cl)C1CNCCO1,CID511
Cc1nc2ccccc2c(=O)n1-c1cccc(F)c1,CID512
CCCCOC(=O)CCC(O)=Nc1nnc(C(C)C)s1,CID513
NS(=O)(=O)c1ccc(N2CC(c3ccccc3)CC2=O)c(Cl)c1,CID514
OC(=Nc1ccccc1)Nc1ncco1,CID515
OC(CCl)=Nc1cc(Cl)c(Cl)cc1F,CID516
CC(NCCCCc1ccccc1)C(O)c1ccc2c(c1)CCC2,CID517
OC1=NC(N2CCN(Cc3ccccc3)CC2)CC1,CID518
CCCCC(=O)N1CCN(C(=O)CCCC)CC1,CID519
CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(O)cccc1C3=O,CID520
C=CC(=O)OCC(C)C,CID521
O=C1N(CCO)C(O)=NC1(c1ccccc1)c1ccccc1,CID522
CC1(C)c2ccccc2N(C(=O)SCCN2CCOCC2)c2ccccc21,CID523
CCOP(=S)(OCC)OCc1ccc(Cl)cc1[N+](=O)[O-],CID524
OC(CCNC1CCCCC1)COc1cccc2ccccc12,CID525
O=C(/C=C/c1ccccc1)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,CID526
CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,CID527
CC1(c2ccc(Br)cc2)N=C(O)N(CCO)C1=O,CID528
CCOP(=S)(Oc1ccc([N+](=O)[O-])cc1Cl)c1ccccc1,CID529
CN1C[C@H](CN2CC(=O)N=C(O)C2)C[C@H]2c3cccc4[nH]cc(c34)C[C@@H]21,CID530
Cc1cc(C)c(C)c(C(=O)Cn2ccnc2)c1C,CID531
C=CCOC(=O)CCCCCC,CID532
CCN(CC)CCCN1c2ccccc2Sc2ccc(Cl)cc21,CID533
CCc1ccc(-c2ccc(/C(C)=N/OCCN(CC)CC)s2)cc1,CID534
O=c1c(-c2ccccc2)cc(-c2cccc(Cl)c2)nn1CCN1CCCC1,CID535
COc1cccc(C2(O)CCCCC2N2CCCCC2)c1,CID536
Nc1ccccc1[N+](=O)[O-],CID537
Clc1ccc2c(c1)CC(N1CCN(CCOc3ccccc3)CC1)c1ccccc1S2,CID538
CCCCOP(=O)(OCCCC)Oc1ccccc1,CID539
Cc1cc(=NC(=Nc2ccccc2)NC(C)(C)C)c2ccccc2[nH]1,CID540
Oc1c(Cl)cc(Cl)c(Cl)c1Cl,CID541
CCCOCC(=O)N1CCN(C(=O)COCCC)CC1,CID542
Oc1nc2ccc(Cc3ccccc3)cc2o1,CID543
CC(O)=Nc1ccc(S(=O)(=O)C(C)C)cc1,CID544
O=C(CCN1CCCCC1)N1c2ccccc2C(O)=Nc2cccnc21,CID545
C/C=C/c1cc(OC)c(OC)cc1OC,CID546
O=C(O)CCn1c(=O)oc2cc(C(=O)c3ccc(Cl)cc3)ccc21,CID547
Cc1cc(C)c(N)c(C)c1,CID548
CCN(CC)CCNCCOc1cc(C)nn1-c1ccccc1,CID549
CCSN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,CID550
CN1CCC(C2Cc3ccccc3C2(O)c2ccc(Cl)cc2)CC1,CID551
CCOC(=O)C(C)O,CID552
OC(=Nc1ccccc1)N/N=C/c1ccco1,CID553
COc1ccc2c3c1O[C@H]1[C@@H](OC(=O)c4cccnc4)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,CID554
COc1c(C(O)CCc2ccc(O)cc2)c(OCCN2CCCC2)c(OC)c2occc12,CID555
N=C(Nc1cccc(F)c1)c1ccccc1Cl,CID556
CCCCCCC(C)=O,CID557
Cc1nc2ccccc2c(=O)n1-c1ccc(F)cc1,CID558
COc1ccc([N+](=O)[O-])cc1Cl,CID559
O=C(O)c1ccccc1NS(=O)(=O)c1cc(I)c(I)c(I)c1,CID560
Cc1cc(OC(=O)N(C)C)n(-c2ccccc2)n1,CID561
CC1(Cc2ccccc2)OCC(CO)O1,CID562
O=C(c1ccccc1)N(O)CN1CCOCC1,CID563
COc1ccc2c(c1)Nc1ccccc1C(=O)N2CCN(C)C,CID564
CC[C@@]12C=C(C(=O)OCC3CC3)n3c4c(c5ccccc53)CCN(CCC1)[C@H]42,CID565
O=C(/C=C/c1ccccc1)c1ccc2c(c1)OCCCO2,CID566
COc1cc(N=C(O)N2CCOCC2)cc(OC)c1OC,CID567
CC(C)NNC(=O)c1ccncc1,CID568
Cc1ccc2c(=O)cc(N(C)C)oc2c1,CID569
CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1,CID570
CN1C(=O)CCSC1c1cccc(Cl)c1,CID571
COc1cc(N)ccc1OCCC1CCCCC1,CID572
CN1C(=O)CC(c2ccccc2)C1=O,CID573
CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n1cncn1,CID574
CCC1(c2ccc(Br)cc2)C(O)=NC(=O)N=C1O,CID575
FC(F)(F)c1cccc(-n2nc(OCCCN3CCCCC3)c3ccccc32)c1,CID576
CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2,CID577
CC(Cc1ccccc1)NCCC(c1ccccc1)c1ccccc1,CID578
O=C1OC(CO)CN1c1ccc(Cl)cc1,CID579
CCOC(C1=NCCCN1)c1ccc2ccccc2c1,CID580
N=C(Nc1cccc2ccccc12)c1ccccc1Cl,CID581
CCCCCCCCCCCCCCCCCC(=O)OCC(C)O,CID582
Cc1nnc2n1-c1sc(CCCC(=O)N3CCOCC3)cc1C(c1ccccc1Cl)=NC2,CID583
CCCn1c(O)c(C(C)=N)c2c(c1=O)CCCC2,CID584
Oc1ncnc2ccc(Cl)cc12,CID585
CN1CCN(c2cc3ccc(Cl)cc3c(=O)c3ccccc23)CC1,CID586
COC(=O)c1cc(-c2nc(C)cs2)ccc1OC,CID587
O=C(c1ccc2nc(O)oc2c1)c1ccccc1Cl,CID588
N=C1CC(=O)N(c2ccccc2)c2cc(Cl)ccc2N1,CID589
CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,CID590
CCCCCCn1c(O)c(C(C)=N)c2c(c1=O)CCCC2,CID591
Cn1c(=O)c2c(ncn2CCN2CCN(c3ccc(Cl)cc3)CC2)n(C)c1=O,CID592
OC1=NC2(CCN(CCc3ccccc3)CC2)C(O)=N1,CID593
O=C1/C(=C\c2ccccc2[N+](=O)[O-])N=C(c2ccccc2)N1/N=C/c1ccccc1Br,CID594
CN(C)CCCOc1nn(-c2ccccc2)cc1S(=O)(=O)c1ccc(Cl)cc1,CID595
CCCCn1c(O)c(C(C)=N)c2c(c1=O)CCCC2,CID596
C/C(CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O)=N\O,CID597
CCOP(=S)(Oc1ccc(C#N)cc1Cl)c1ccccc1,CID598
Cc1cc(OCCCN(C)C)n(-c2ccccc2)n1,CID599
CC(C)(Oc1ccccc1)C(=O)OCCN1CCOCC1,CID600
CCCOc1ccc(C(c2ccc(OCC)cc2)C(C)(C)C)cc1,CID601
O=C(c1ccc(F)cc1)C1CC1CN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1,CID602
OC1=Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,CID603
CCOC(=O)N(SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2)C(C)C,CID604
CC1CN=C(O)OC12CCN(CCCC(=O)c1ccc(F)cc1)CC2,CID605
NN=C(O)c1ccnc(-c2ccccc2)c1,CID606
CC1(C)c2ccccc2N(C(=O)SCCN2CCCCC2)c2ccccc21,CID607
O=C1c2ccccc2C(=O)C1C(=O)C(c1ccccc1)c1ccc(Cl)cc1,CID608
O=[N+]([O-])c1ccc(Nc2ccc(O)cc2)c([N+](=O)[O-])c1,CID609
OC1=NC(N2CCN(c3ccccc3Cl)CC2)CC1,CID610
CN(C)C(C)(Cn1ccnc1)c1ccc(-c2ccccc2)cc1,CID611
CCC(=O)N(C)C(=O)Oc1cccc2c1OC(C)(C)O2,CID612
Cc1nnc2n1-c1sc(CCC(O)=NC(C)C)cc1C(c1ccccc1Cl)=NC2,CID613
Cc1cc(S(=O)(=O)NNc2nc3ccccc3s2)ccc1NC(O)=Nc1ccccc1,CID614
CCC1(c2ccccc2)OCC(CO)O1,CID615
CCC(Oc1c(Cl)cc(I)c(Cl)c1I)C(=O)O,CID616
OC(COc1cccc2ccccc12)CN1CCCCC1,CID617
CNS(=O)(=O)c1cc2c(c(C(O)=NC3CCN(Cc4ccccc4)CC3)c1)OCCO2,CID618
CC(=O)[C@H]1CC(=O)O[C@@H]1c1ccccc1[N+](=O)[O-],CID619
O=C1/C(=C\c2ccc([N+](=O)[O-])cc2)N=C(c2ccccc2)N1/N=C/c1ccccc1Br,CID620
CC(C)(C)[C@H](O)[C@@H](Cc1ccc(Cl)cc1Cl)n1cncn1,CID621
CC(CC(=O)c1ccc(-c2ccc(F)cc2F)cc1)C(=O)O,CID622
O=C(CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O)c1ccc(Br)cc1,CID623
CC(C)CCOc1ccc(N)cn1,CID624
O=c1ccc(Oc2ccc(Cl)cc2)nn1CCCO,CID625
CCN(CC)CCSC1=C(C#N)C(c2ccc(N(C)C)cc2)(c2cccnc2)C(=O)N1,CID626
CCCCN(CC#N)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,CID627
CS(=O)(=O)c1ccc(N2CCN(C(=O)c3ccc(Nc4ccnc5cc(C(F)(F)F)ccc45)cc3)CC2)cc1,CID628
CCCCC1(C/C=C(\C)Cl)C(=O)N(c2ccccc2)N=C1O,CID629
CN(C)C(=O)Oc1cccc2c1OC(C)(C)O2,CID630
CCc1cc(C(O)=NN)ccn1,CID631
CCCCOc1ccc(/N=N/N(C)C)cc1,CID632
CCN=C(O)N1CC(c2ccc(Cl)c(Cl)c2)OC1=O,CID633
CCCC(=O)N(CC)c1c(I)cc(I)c(OC(CC)C(=O)O)c1I,CID634
CCC(Oc1c(I)cc(I)c(N(CC)C(C)=O)c1I)C(=O)O,CID635
OC1=Nc2ccc(Cl)cc2C(c2ccccc2)=N[C@H]1Cc1ccccc1,CID636
CN=C(O)Oc1cccc2ccccc12,CID637
CCC1Oc2ccccc2N(CC(O)CO)C1=O,CID638
CCCN1COc2ccccc2C1=O,CID639
CNc1c(C)n(C)n(-c2ccccc2)c1=O,CID640
COc1cc(/C=C/C(=O)N2CCOCC2)cc(OC)c1OC,CID641
Cc1ccccc1N1C(=O)c2ccccc2NC1C,CID642
CCOCCOc1cccc2cc(-c3nn[nH]n3)c(=O)oc12,CID643
CCc1ccc2nc(O)oc2c1,CID644
CCCCOCCOc1ccc(N)cn1,CID645
Cc1cc(C(=O)NN=C(O)C2(C)CCCCC2)ccn1,CID646
CCN(CC)CCN=C(O)c1nnc2c(F)cccc2c1O,CID647
CCCOc1nc(O)c(C(C)=N)c2c1CCCC2,CID648
Cc1cc(C)c(C)c(OC(=N)O)c1,CID649
CN1C(=O)CN=C(c2ccccc2F)c2cc(N=C(O)NC(C)(C)C)ccc21,CID650
CCC(CN(C)C)(c1ccccc1)n1ccnc1,CID651
CCN1C(=O)CCSC1c1ccc(Cl)cc1,CID652
Clc1ccc(-c2ccccc2Cl)cc1,CID653
Cc1ccc(N)c(C)c1,CID654
CN1CCC(Oc2ccccc2)(c2ccccc2)CC1,CID655
CCC(Oc1c(I)cc(I)c(N(C)C(C)=O)c1I)C(=O)O,CID656
Cn1c(=O)oc2cc(C(=O)CN3CCN(c4cccc(C(F)(F)F)c4)CC3)ccc21,CID657
O=C(Cl)c1ccc([N+](=O)[O-])cc1,CID658
Cc1ccc(N=C(N)c2ccncc2)cc1,CID659
CCN1C[C@@]2(COC)[C@H]3[C@@H](OC)[C@H]4C1[C@]3([C@@H](OC)C[C@H]2O)[C@@H]1C[C@]2(O)[C@@H](OC)[C@H](O)[C@@]4(OC(C)=O)[C@H]1[C@H]2OC(=O)c1ccccc1,CID660
COc1ccc(-c2cc(-c3ccccc3)c(=O)n(CCN3CCOCC3)n2)cc1,CID661
COc1ccc2nc(O)n(-c3ccccc3)c2c1,CID662
O=C(O)CCn1c(=O)oc2cc(C(=O)c3ccccc3Cl)ccc21,CID663
CCCC(=O)Oc1c(Cl)c(Cl)c(C#N)c(Cl)c1C#N,CID664
COc1ccccc1NCC#N,CID665
COc1cccc(C(O)CC2CCCN2C(C)C)c1,CID666
O=c1ccc(Oc2cccc(Cl)c2)nn1CCO,CID667
COc1cc(N=C(O)N2CCCCC2)cc(OC)c1OC,CID668
CCOC(=O)N(CCC#N)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,CID669
Cc1ccc(C(=O)c2ccc(CC(O)=NCCn3cnc4c3c(=O)n(C)c(=O)n4C)n2C)cc1,CID670
CCN(CC)CCCSC1=C(C#N)C(c2ccc(N(C)C)cc2)(c2cccnc2)C(=O)N1,CID671
CCSC(=O)COc1ccc(Cl)cc1C,CID672
CCC(O)(CC)CC(C)(O)c1ccc(Cl)cc1,CID673
Nc1ccc(O)c([N+](=O)[O-])c1,CID674
O=[N+]([O-])c1ccc2c(c1)C(c1ccccc1Cl)=NCC(O)=N2,CID675
COc1c(C(O)CCc2cccc(O)c2)c(OCCN2CCCC2)c(OC)c2occc12,CID676
COc1ccc(C2Cc3ccc(OC)c4occ(c34)CCN2C)c2c1C(=O)/C(=C\c1ccccc1)S2(=O)=O,CID677
N=C(O)N1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,CID678
