SMILES,Cid
C=C(C(CCl)Cl)Cl,Cid937
O=C(NCCN(CC)CC)c1cc(c(N)cc1(OC))Cl,Cid938
c1cc(cc(c1)Cl)N2CCNCC2,Cid939
n2c(OCCCN(C)C)c1ccccc1n2Cc3ccccc3,Cid940
O=C(OC1CCCCC1)N2CCN(CC2)CCCC(=O)c3ccc(F)cc3,Cid941
O=C(OCC1CCCC[N+]1(C)(C))C(O)(c2ccccc2)c3ccccc3,Cid942
O=C(O)c1ccccc1(O),Cid943
O=C(O)CCCCCC(c1ccccc1)C=2C(=O)C(=C(C(=O)C=2C)C)C,Cid944
O=C(OCCCC(=O)N(C)C)C(Oc1ccc(cc1)Cl)(C)C,Cid945
O=C(O)c1ccccc1(O),Cid946
N(CCCC)C1CCCCC1,Cid947
O=C3N=C1c4ccccc4(N=CN1C3(=Cc2ccccc2)),Cid948
N(=CN(C)Sc1ccc(cc1)Cl)c2ccc(cc2C)C,Cid949
O=C4N2CCc1ccccc1C2CN(C(=O)C3CCCCC3)C4,Cid950
O=C(NC(C(=O)N(CCC)CCC)Cc1ccc(OCCN(CC)CC)cc1)c2ccccc2,Cid951
O=C(NC(C(=O)N(CCC)CCC)Cc1ccc(OCCN(CC)CC)cc1)c2ccccc2,Cid952
O=S(=O)(N(c1ccc(cc1)C)SC(F)(Cl)Cl)N(C)C,Cid953
n1ccccc1N(Cc2cccs2)CCN(C)C,Cid954
O(c1ccc(cc1)C(c2ccccc2)=C(c3ccccc3)CC)CCN(C)C,Cid955
Oc1cc(c(cc1Cl)Br)Cl,Cid956
O=C(O)COCCN1CCN(CC1)C(c2ccccc2)c3ccc(cc3)Cl,Cid957
OC(COc1cccc(c1)C)CNCCc2ccc(OC)c(OC)c2,Cid958
n1c(N)n(cc1C)c2c(cccc2Cl)Cl,Cid959
O=C(OC(C)C)COc1ccc(cc1Cl)Cl,Cid960
c1ccc2c(c1)c(cn2C)CCc3cc[n+](cc3)CCC[N+](C)(C)C,Cid961
n1ccccc1C(=CCN2CCCC2)c3ccc(cc3)C,Cid962
O=C(OCCCC)CCCOc1ccc(cc1Cl)Cl,Cid963
O=C(OCCN2CCN(Cc1ccccc1)CC2)C(c3ccc4cc(OC)ccc4(c3))C,Cid964
O=C(O)CCC3(O)(CCC2C4C5CC5(C1=CC(=O)CCC1(C)C4(CCC23(C)))),Cid965
O=C3c1c(ncn1CCNCc2cnccc2)N(C(=O)N3C)C,Cid966
O1CC(OC1(c2ccccc2)C3CCCCC3)C[N+]4(C)(CCCCC4),Cid967
O=C(OCCN2CCN(c1cccc(c1)Cl)CC2)C(c3ccc(cc3)CC(C)C)C,Cid968
Fc1ccc(N=NN(C)C)cc1,Cid969
O=[N+]([O-])c1cc(cc(c1Cl)[N+](=O)[O-])C(F)(F)F,Cid970
OC(c1ccccc1Cl)CNC(C)C,Cid971
n1ccccc1N(Cc2ccccc2)CCN(C)C,Cid972
N#CCC=C,Cid973
N=C(c1ccc(cc1)N(C)C)c2ccc(cc2)N(C)C,Cid974
Fc1cc(ccc1(OC))C(Oc2ccccc2)C3=NCCCN3,Cid975
O=C(OCC[N+]1(CC)(CCCCC1))C(O)(c2ccccc2)c3ccccc3,Cid976
O=C(NN=Cc1oc(cc1)[N+](=O)[O-])CN2CCOCC2,Cid977
O=NC(N)CNc1ccc(cc1)Cl,Cid978
O=C(Oc1cc(nn1c2ccccc2)C)N(C)C,Cid979
c1(c(c(c(c(c1Cl)Cl)S)Cl)Cl)Cl,Cid980
n1ccccc1N(Cc2ccc(OC)cc2)CCN(C)C,Cid981
C[N+](C)(C)CCCCCC[N+](C)(C)C,Cid982
O=NN(C)CC=C,Cid983
c1ccc(cc1)C(c2ccccc2)CC(NC(C)(C)C)C,Cid984
O=C(c1ccc(N)cc1)N(C)C2CN(CC2)C3CCCCC3,Cid985
O=C(C=1C(=O)C(C(=O)C(C=1(O))(CC=C(C)C)CC=C(C)C)CC=C(C)C)CC(C)C,Cid986
O=C(N(c1cc(OCC)ccc1(OCC))CCN(CC)CC)COc2ccc(OCCCC)cc2,Cid987
OC(c1ccccc1)(CN2CC[N+](C)(C)CC2)C3CCCCC3,Cid988
n1ccccc1C(C=3c2ccccc2CC=3CCN(C)C)C,Cid989
O=[N+]([O-])c1ccc(O)cc1,Cid990
O(c1ccc(cc1)C(OC)C3CCCCC3(N2CCCCC2))C,Cid991
OCCOCCN3CCN(CCOC(c1ccccc1)c2ccc(cc2)Cl)CC3,Cid992
O=C2c1c(ncn1C)N(C(=O)N2CCN4CCN(c3cccc(c3C)C)CC4)C,Cid993
O=C(C(c1ccccc1)c2ccccc2)SCCN(CC)CC,Cid994
O=C(OC2CC3C1OC1C(C2)[N+]3(C)(CCCCCCCCC))C(c4ccccc4)CO,Cid995
O=C(OCCCC)COc1cc(c(cc1Cl)Cl)Cl,Cid996
N=C(Nc1ccccc1C)Nc2ccccc2C,Cid997
O=C(OCCOCCCC)COc1ccc(cc1Cl)Cl,Cid998
O=C(OC)Nc1nc2ccc(cc2([nH]1))C(=O)c3ccc(F)cc3,Cid999
O=C(NN)CSc2ncnc(Oc1ccc(F)cc1)c2,Cid1000
N1=C(NCC1)Cc3c2ccccc2sc3C,Cid1001
O=C1N=C(NC(=O)C1(CC=C)CCSCCCC)S,Cid1002
O=C(Nc1cc(N)ccc1C(F)(F)F)c2cnccc2,Cid1003
N#CN=C(N(C)Cc1cnc(cc1)Cl)C,Cid1004
O(c1ccc3c(c1)Sc2ccccc2N3C4CN(C)CCC4)C,Cid1005
O=C(C=Cc1ccccc1)Nc2ccccc2SCCCN(C)C,Cid1006
N#Cc1ccc3c(c1)N(c2ccccc2S3)CCCN4CCC(O)CC4,Cid1007
O=C(Oc1ccc(cc1(OC(=O)C(C)C))CCNC)C(C)C,Cid1008
c1ccc3c(c1)N(c2ccccc2CC3)CC(C)CN(C)C,Cid1009
n1nc(ccc1N3CCN(CC=Cc2ccccc2)CC3)Cl,Cid1010
O=C3c1c(ncn1CC2SCCS2)N(C(=O)N3C)C,Cid1011
O=C2NN(c1ccccc1)CC2(C)CO,Cid1012
OCCOCCN1CCN(CC1)C(c2ccccc2)c3ccc(cc3)Cl,Cid1013
OC(c1ccc2ccccc2(c1))CNC(C)C,Cid1014
O=C(O)Cc2cc(ccc2(Oc1ccc(cc1Cl)C(C)CC))C,Cid1015
O=C(OCCOCCCC)COc1cc(c(cc1Cl)Cl)Cl,Cid1016
O=C(NCCN)CCc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,Cid1017
C(=C(CCl)Cl)CCl,Cid1018
C(=C(C(Cl)Cl)Cl)(CCl)Cl,Cid1019
Oc1ccc3c(c1)C4(C)(CCN(CCc2ccccc2)C(C3)C4(C)),Cid1020
O=NN(C)Cc1ccccc1,Cid1021
O=C3Oc1cc(OC)ccc1C(c2ccc(OCC(O)CNCCCC)cc2)=C3c4ccccc4,Cid1022
O=[N+]([O-])c1ccc(c(c1)[N+](=O)[O-])Cl,Cid1023
O=C(OCC#CCN(CC)CC)C(O)(c1ccccc1)C2CCCCC2,Cid1024
O=C(c3ccc(OCCCCN2CCN(c1ccccc1)CC2)c(OC)c3)C,Cid1025
c1ccc3c(c1)N(c2cc(ccc2CC3)Cl)CCCN(C)C,Cid1026
CCCCCCCCCCCCCCCC[N+](C)(C)C,Cid1027
O=C(O)C(=C)CC(=O)c1ccc(cc1)c2ccccc2Cl,Cid1028
c1ccc(cc1)C3c2ccccc2C(N(C)C)C3,Cid1029
O=C1N=C(C(=NN1C)c2ccc(cc2)N(C)C)c3ccc(cc3)N(C)C,Cid1030
O=C(c1ccc(N)cc1)CCCC,Cid1031
O=[N+]([O-])c1cccc(c1)[N+](=O)[O-],Cid1032
O=C(OCCCOCCCC)CCOc1cc(c(cc1Cl)Cl)Cl,Cid1033
O=C(OC)c3ccccc3(C(=O)c2ccc(OCCN1CCCCC1)cc2),Cid1034
OCCOCCOCCN1CCN(CC1)C(c2ccccc2)c3ccc(cc3)Cl,Cid1035
O=C(NCCN(CC)CC)C(Oc1ccc(cc1)Cl)(C)C,Cid1036
O=C(Oc1cccc(c1)C(C)(C)C)N(C(=O)C)C,Cid1037
C(C(C(Cl)Cl)Cl)(C(Cl)Cl)Cl,Cid1038
O=C(c1ccc3c(c1)N(c2ccccc2S3)CCCN4CCC(CCO)CC4)C,Cid1039
Oc1ccc2c(c1)C3(C)(CCCCCC(C2)C3(N)),Cid1040
O=C(N)C3(N1CCCCC1)(CCN(CCCC(=O)c2ccc(F)cc2)CC3),Cid1041
O=[N+]([O-])c1cc(c(c(c1)[N+](=O)[O-])C)[N+](=O)[O-],Cid1042
O=C(c1ccccc1)N2C(=NCC2)Nc3c(cccc3Cl)Cl,Cid1043
O1c2ccc(C=CC(NC)=S)cc2(OC1),Cid1044
O(c4ccc3c(OC(C)(C)C(c1ccccc1)C3(c2ccc(OCCN)cc2))c4)C,Cid1045
[O-][N+]2=C(c1ccccc1)c3cc(ccc3(N=C(NC)C2))Cl,Cid1046
O1CCN(CC1)CCCN4c2ccccc2Sc3ccccc34,Cid1047
O=C(c1ccc3c(c1)N(c2ccccc2S3)CCCN4CCN(C)CC4)C,Cid1048
O=C3N(c1ccccc1)N(c2ccccc2)C(=O)C3Cc4ccccc4,Cid1049
O=C(NNc1ccc(N)cc1)C,Cid1050
OC3c2c(nc1ccccc1c2(N))CCC3,Cid1051
O1CC(OC1C(Cl)(Cl)Cl)CCl,Cid1052
C=C1C(C)(C)C2(C(C1(C(C2(Cl)Cl)(Cl)Cl)Cl)(Cl)Cl)Cl,Cid1053
N3=C2Nc1ccccc1CN2CC3,Cid1054
O=C(O)c1cc(cc(c1I)I)I,Cid1055
N#CC(C)C,Cid1056
O=C(c1ccc3c(c1)N(c2ccccc2S3)CCCN(C)C)C,Cid1057
O=C(O)c1cc(cc(c1I)I)I,Cid1058
O=C2c3ccccc3(Nc1cc(ccc1N2CCN(C)C)Cl),Cid1059
O=C(Oc1cccc(c1)C(C)C)N(C(=O)C(C)C)C,Cid1060
O(c1cc(c(cc1Cl)Cl)Cl)P(OC)(OC)=S,Cid1061
O=C(OC(C)C[N+](C)(C)C)N,Cid1062
c1cc(ccc1c2cn(c3ccc(cc23)Cl)N(CCN(CC)CC)CCN(CC)CC)Cl,Cid1063
Nc3cccc1c3([nH]c2c1CCCC2),Cid1064
O=C2c3ccccc3(C(=O)C2(=C1C=CN(C=C1)C(C)C)),Cid1065
O=C(OC(C)(C)CN1CCCCC1)c2cccc3C(=O)C(=C(Oc23)c4ccccc4)C,Cid1066
OCCOCCN1CCN(CC1)C(c2ccccc2)c3ccccc3,Cid1067
O=C(c1ccc(F)cc1)CCCN5CCN4Cc3[nH]c2ccccc2c3CC4C5,Cid1068
O=C(Nc1ncccc1)C3=C(O)c2ccccc2S(=O)(=O)N3C,Cid1069
O(c1ccc3c(c1)N(c2ccccc2S3)CC(C)CN(C)C)C,Cid1070
O=NN(Cc1ccccc1)CC,Cid1071
O=C(N)C=3C(=O)C4(O)(C(O)=C2C(=O)c1c(O)ccc(c1CC2CC4(C(C=3(O))N(C)C))N(C)C),Cid1072
O=C2c3ccccc3(C(=O)C2(c1ccc(cc1)Cl)),Cid1073
N#CC=CCC,Cid1074
N=1N=C(C)Cc3cc(OC)c(OC)cc3(C=1c2ccc(N)cc2),Cid1075
OC(c1ccc(cc1)Cl)(c2ccc(cc2)Cl)C(Cl)(Cl)Cl,Cid1076
O=C4c1c(ncn1CCCCN3CCN(c2ccc(F)cc2)CC3)N(C(=O)N4C)C,Cid1077
O(c1cc2c(cc1(OC))C(N(C)CC2)CCc3ccc(cc3)Cl)C,Cid1078
O=C2c3ccccc3(C(=O)C2(=C1C=CN(C=C1)CC)),Cid1079
O=C(Oc1cccc(c1)NC(=O)CC)NC,Cid1080
O=C(OCC)C(c1ccccc1)(CC=C)CCN(CC)CC,Cid1081
O=CN(c3ncnc1c3(ncn1C2CC2))C4CC4,Cid1082
O=P(OCCCl)(OCCCl)CCCl,Cid1083
O(c1cc(c(cc1C(C)C)Cl)C)P(OC)(OC)=S,Cid1084
O=C(NCCCN(CC)CC)C(Oc1ccc(cc1)Cl)(C)C,Cid1085
O=C3N(c1ccccc1)N(c2ccccc2)C(=O)C3CC4CC4(C)(C),Cid1086
O=C(OC3(C(=O)C)(CCC2C4C=C(C1=CC(=O)CCC1(C)C4(CCC23(C)))Cl))C,Cid1087
OC(c1ccccc1)CCN2CCN(CC2)CC(OC)c3ccccc3,Cid1088
O=C(c1ccc3c(c1)N(c2ccccc2S3)CC(N(C)C)C)CC,Cid1089
O=C(c1ccc3c(c1)N(c2ccccc2S3)CCCN4CCN(C)CC4)CC,Cid1090
O1c2ccc(cc2(OC1))CCC(N3CCCC3)CCc4ccc5OCOc5(c4),Cid1091
NC2Cc1ccccc1CC2,Cid1092
c1ccc4c(c1)C(=CC2CN(C)CC2)c3ccccc3CC4,Cid1093
O1CC(OC1C(CCl)Cl)C,Cid1094
n2c1ccc(OC)cc1c(N)c3c2CCCC3,Cid1095
OC(C(Oc1ccc(cc1)Cl)n2ncnc2)C(C)(C)C,Cid1096
c1ccc3c(c1)C(=CCCNC)c2ccccc2CC3,Cid1097
c1ccc3c(c1)C(=CCCNC)c2ccccc2CC3,Cid1098
C#CCN(C)Cc1ccccc1,Cid1099
O=C(O)C[N+](C)(C)CCCCCCCCCCCCCCCC,Cid1100
O=C(OCC)Nc1ccc4c(c1)N(C(=O)CCN2CCOCC2)c3ccccc3S4,Cid1101
OC(CN2c1ccccc1N(CCC2)CC(O)CCl)CCl,Cid1102
O=S(=O)(OCCCN(c1ccccc1)CCCOS(=O)(=O)C)C,Cid1103
c1ccc(cc1)CC(N2CCCC2)CCC,Cid1104
O=C(c1cccc(c1(O))c2ccccc2)N(C)C,Cid1105
N#CCCN2CC=C(c1cccc(c1)C(F)(F)F)CC2,Cid1106
N1=C(NCCC1)C(OCC)c2c(cccc2Cl)Cl,Cid1107
O=C3OC(CCC2C(C=CC1=CC(C)CC(OC(=O)C(C)(C)CC)C12)C)CC(O)C3,Cid1108
O(c4ccc3c(OC(C(c1ccccc1)=C3(c2ccc(OCC=C)cc2))(C)C)c4)C,Cid1109
OC(c1ccc(cc1)C(C)(C)C)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4,Cid1110
c1ccc3c(c1)C4=C(c2ccccc2C3)CCN(C)C4,Cid1111
O=C(Oc1ccc(O)c2ccccc12)NC,Cid1112
O(C)P(OC)(OC)=S,Cid1113
NNCCc1ccccc1,Cid1114
O(C)P(OC)(OC(C)(C)C1CC=C(C)CC1)=S,Cid1115
O=C1c3cc(N)ccc3(N=C(N1c2ccccc2C)CF),Cid1116
O=S(c3ccc(c1nc2ncccc2([nH]1))c(OC)c3)C,Cid1117
O=C2Nc1ccc(cc1CC2)CCCN4CCN(c3ccccc3)CC4,Cid1118
O=C1C=Cc2cc(ccc2(N1))C(O)C(N4CCN(c3cccc(c3)Cl)CC4)CC,Cid1119
O=S3c1c(ccs1)C(=CCCN(C)C)c2ccccc2C3,Cid1120
O=C1N=C(O)NC(=O)C1(CC)CC,Cid1121
N(C)(C)C(C)CCl,Cid1122
c1ccc(cc1)CN(C)C(C)Cc2ccccc2,Cid1123
O=C5NC4(CCN(CCCN3c1ccccc1Sc2ccc(cc23)Cl)CC4)SC5,Cid1124
O(c3ccc4C(c1ccc(OCCN(CC)CC)cc1)=C(c2ccccc2)CCc4(c3))C,Cid1125
C(#CC(C)(C)C)C=CCN(C)Cc2cccc1ccccc12,Cid1126
c1ccc(cc1)CN(C)C(C)Cc2ccccc2,Cid1127
O=C3c4ccccc4(C(=O)C3(=C1C=CN(C(=C1)C)CCN2CCCCC2)),Cid1128
Nc1ccc(c2ccccc12)N(C)C,Cid1129
O=C4Nc3ccc(C=CCN2CCN(c1cccc(c1)C)CC2)cc3CC4,Cid1130
O=P(OC(C)CCl)(OC(C)CCl)OC(C)CCl,Cid1131
OC(C)C3C(c1ccccc1)N(c2ccccc2S3)CCCN(C)C,Cid1132
O=C2Nc1ccc(cc1CC2)CCCCN4CCN(c3ccccc3Cl)CC4,Cid1133
O=P(F)(OC(C)C)OC(C)C,Cid1134
O=C3Nc1ccccc1SC(c2ccccc2)C3CN4CCN(C)CC4,Cid1135
N1=C(NCC1)C(Oc2c(cccc2Cl)Cl)C,Cid1136
O=C(O)CCCC=CCC1C(=O)CC(C)C1(C=CC(O)C(C)(C)CCCC),Cid1137
O=C(OCCC)CC(C(=O)OCCC)SP(OC)(OC)=S,Cid1138
n1ccc(N)c(c1)C,Cid1139
O=C(OCCN3CCN(CCOC(=O)C(c2cccc1ccccc12)C)CC3)C(c5cccc4ccccc45)C,Cid1140
O(c1c(cc(cc1Br)Br)COCCN(CC)CC)CCCCC,Cid1141
O=C(OC)CCCC=CCC1C(=O)CCC1(C#CC(O)C(C)CCCC),Cid1142
c1ccc3c(c1)C(=CCCN(C)C)c2ccccc2CC3,Cid1143
O=C2Nc1ccc(cc1CC2)C(=O)CCCN4CCN(c3ccccc3)CC4,Cid1144
c1ccc3c(c1)C(=CCCN(C)C)c2ccccc2CC3,Cid1145
O=C2Nc1ccc(cc1CC2)C(=O)CCCN4CC=C(c3ccccc3)CC4,Cid1146
FC(F)(F)c1ccc3c(c1)N(c2ccccc2S3)CCCN(C)C,Cid1147
O=C(O)C(NC(=O)C)Cc2c[nH]c1ccccc12,Cid1148
N1=C(NCCC1)C(OCC)c2ccc(c(c2)Cl)Cl,Cid1149
N#CCN(N=O)C,Cid1150
OCC[N+](Cc1ccccc1)(CCO)CCCCCCCCCCCC,Cid1151
O=C2Nc1ccc(cc1CC2)C(=O)CCN4CCC(Cc3ccccc3)CC4,Cid1152
O1c2ccc(cc2(OC1))CCC(CCc3ccc4OCOc4(c3))CCCN(C)C,Cid1153
O=C(OC(OC(=O)C(c1ccc(c(F)c1)c2ccccc2)C)C)C,Cid1154
O=P(OCC(C)Cl)(OCC(C)Cl)OCC(C)Cl,Cid1155
O(C(c1cccc(c1)Cl)CBr)C(C)CC,Cid1156
O=C(Oc1cc(ccc1C(C)C)C)NC,Cid1157
c1ccc3c(c1)N(c2ccccc2S3)CCCN(C)C,Cid1158
c1ccc3c(c1)N(c2ccccc2S3)CCCN(C)C,Cid1159
OC2c4ccccc4(C(c1ccccc12)=C3CCN(C)CC3),Cid1160
O=C(NC3CC2N(Cc1ccccc1)C(CC2)C3)c4cccc(OC)c4(OC),Cid1161
c1ccc3c(c1)C=Cc2ccccc2C3CCCNC,Cid1162
O=C(Oc1ccc(cc1)C(C)CC)NC,Cid1163
c1ccc3c(c1)C(c2ccccc2S3)=C4CCN(C)CC4,Cid1164
c1ccc3c(c1)C(c2ccccc2S3)=C4CCN(C)CC4,Cid1165
N#CC(c1ncccc1)(c2ccccc2)CCN(C(C)C)C(C)C,Cid1166
O=C(NC(=N)NC)Nc1c(cccc1C)C,Cid1167
O=C(OCC[N+](C)(CC)CC)C2c3ccccc3(Oc1ccccc12),Cid1168
O(c1cc(ccc1C)C(C)C)P(OC)(OC)=S,Cid1169
O=C1c2ccc4c3c(ccc(C(=O)C1(Cl)Cl)c23)CC4,Cid1170
O=C(Oc3ccc4nc2C1=CC5=C(C(=O)N1Cc2c(c4(c3))CC)COC(=O)C5(O)CC)N7CCC(N6CCCCC6)CC7,Cid1171
c1ccc3c(c1)N(c2cc(ccc2S3)Cl)CCCN4CCN(C)CC4,Cid1172
O=C(N)C5(N1CCCCC1)(CCN(CCCN4c2ccccc2CCc3ccccc34)CC5),Cid1173
O=C(Oc1cccc2ccccc12)N(C)CO,Cid1174
O=C2Nc1ccc(cc1CC2)C(O)CCN4CCN(c3cccc(c3C)C)CC4,Cid1175
N1=C(NCC(C)(C1)CC)C(OCC)c2ccccc2,Cid1176
c1ccc(cc1)C3(C=Cc2ccccc23)CCN(C)C,Cid1177
O=C(O)Cc2cc(O)ccc2(Nc1c(cc(O)cc1Cl)Cl),Cid1178
O=C(N(c1ccc(cc1)Cl)C2CCN(CC2)C(C)C)Cc3ccccc3,Cid1179
OCC3(CC)(CCCN2CCc1c4ccccc4([nH]c1C23)),Cid1180
O=S3c1ccccc1N(c2cc(ccc23)Cl)CCCN4CCN(CCO)CC4,Cid1181
OC(c1ccc(cc1)N(C)C)(c2ccc(cc2)N(C)C)c3ccc(cc3)N(C)C,Cid1182
Nc1ccc(N)cc1,Cid1183
O=C(c1ccc(F)cc1)CCCN3CCC(O)(c2ccc(cc2)C)CC3,Cid1184
O=C(O)C2c1cc(N)c(cc1CC2)C3CCCCC3,Cid1185
O(CCCl)CCCl,Cid1186
O=C(Nc1c(cccc1C)C)CC23(N(CCC2)CCC3),Cid1187
O=C(O)COC(=O)Cc2ccccc2(Nc1c(cccc1Cl)Cl),Cid1188
O(c1ccc(cc1)C3c2ccccc2C(N(CC)CC)C3)CC,Cid1189
O=C(OCC)Nc1ccc3c(c1)N(C(=O)CN(C)C)c2ccccc2CC3,Cid1190
O=C(O)Cc1ccc(cc1)c2ccccc2(F),Cid1191
N#CC(c1ccccc1)(CC(N(C)C)C)C(C)C,Cid1192
O=C(O)Cc2cc(O)ccc2(Nc1c(cccc1Cl)Cl),Cid1193
NNC(C)Cc1ccccc1,Cid1194
N#CNC(=Nc1cnccc1)N(C(=O)C)C(C)(C)C,Cid1195
O=C(OCC(=O)OC2CCC3C4CCc1cc(O)ccc1C4(CCC23(C)))CCCc5ccc(cc5)N(CCCl)CCCl,Cid1196
O(c1c(cc(cc1Cl)C)Cl)P(OC)(OC)=S,Cid1197
N=2c1ccccc1Sc4ccc(cc4(C=2N3CCN(C)CC3))C,Cid1198
O(c1cc4c3c(c1(OC))c2ccccc2CC3N(C)CC4)C,Cid1199
FC(F)(F)c1ccc(cc1)C3(O)(c4ccccc4(C2=NCCN23)),Cid1200
c1ccc3c(c1)C=Cc2ccccc2C3=C4CCN(C)CC4,Cid1201
O=C(O)Cc2ccccc2(Nc1c(cc(O)cc1Cl)Cl),Cid1202
c1ccc(cc1)C[N+](C)(C)CCCCCCCCCCCCCCCCCC,Cid1203
O=C1CCC5C4N(C)CCC25(c3c(OC12)c(OC)ccc3C4),Cid1204
Oc1cccc(c1)C2(CCN(C)CC2(C))(CCC),Cid1205
O=C(O)CCCC=CCC1C(O)CC(O)C1(C=CC(O)CCCCC),Cid1206
c1ccc(cc1)c3cc(c2ccccc2)[n+](n3C)C,Cid1207
c1cc(cc2NC(Nc12)=S)Cl,Cid1208
O=C1C=CC(=NN1c2ccccc2)OP(OCC)(OCC)=S,Cid1209
O=C1c3ccccc3(N=C(N1c2ccc(cc2C)Br)C),Cid1210
O=C(Oc1cc(cc(c1)C(C)C)C)NC,Cid1211
O=C(Oc1ccccc1(OC(C)C))N(C(=O)CSC)C,Cid1212
Fc3ccc4C(=CCCN1CCC(CCO)CC1)c2cc(ccc2Sc4(c3))C(F)(F)F,Cid1213
c1ccc(cc1)N(CCCN(CC)CC)C3Cc2ccccc2C3,Cid1214
O=C(OCCOCCN(CC)CC)C(c1ccccc1)(CC)CC,Cid1215
c1ccc(cc1)C[P+](c2ccccc2)(c3ccccc3)c4ccccc4,Cid1216
Nc1ccc3c(c1)c2ccccc2n3CC,Cid1217
O(CCCC)C(c1ccc(cc1)C2CCCC2)CBr,Cid1218
OCC(CCl)Cl,Cid1219
O=C(Oc1c(cc(cc1C(C)CC)[N+](=O)[O-])[N+](=O)[O-])SCC,Cid1220
O=C(NP(=O)(OCC)SC)C,Cid1221
N#CC(c1ccccc1)(c2ccccc2)CCN4CCC(C(=O)N)(N3CCCCC3)CC4,Cid1222
O=C(O)c1ccc(N=NN(C)C)cc1,Cid1223
O(CCCCCCCCCCCC)C(c1ccc(cc1)C(C)C)CBr,Cid1224
O(CC(C)C)P(OCC(C)C)(=S)S,Cid1225
O(CCCCC)C(c1ccc(cc1)C(C)C)C[n+]2ccccc2,Cid1226
O(c1ccc2c(c1)C34(CCN(C)C(C2)C4(CCCC3)))C,Cid1227
OC(c1ccccc1)(c2ccccc2)C3NCCCC3,Cid1228
O=C(Oc1ccc(cc1)N(CC=C)CC=C)NC,Cid1229
N1=C(NCC(C)(C)C1)C(OCC)c2ccc(cc2)Cl,Cid1230
O(c1cc(N)ccc1(N))C,Cid1231
N#CC(OC(=O)C1C(C=C(Cl)Cl)C1(C)(C))c3nc(Oc2ccccc2)ccc3,Cid1232
O=NN(c1ncccc1)C,Cid1233
N(=C(NCCC)C(OCC)c1ccc(cc1)Cl)CCC,Cid1234
O=C(NCC)CSP(OC)(OC)=S,Cid1235
O(c5ccc4c(OC(C)(C)C(c1ccccc1)C4(c3ccc(OCCN2CCCC2)cc3))c5)C,Cid1236
O=NN(C(=O)NCCCCCS(=O)(=O)N(C)C)CCCl,Cid1237
OC1C=CC5C4N(C)CCC25(c3c(OC12)c(OCC)ccc3C4),Cid1238
O(c5ccc4c(OC(C)(C)C(c1ccccc1)C4(c3ccc(OCCN2CCCC2)cc3))c5)C,Cid1239
N1=C(N(CCCC)CC(C)C1)C(OCC)c2ccccc2,Cid1240
O=C2c1ccccc1N(c3cccc(c23)[N+](=O)[O-])CCN(C)C,Cid1241
N#CC(OC(=O)C1C(C=C(C)C)C1(C)(C))c3cccc(Oc2ccccc2)c3,Cid1242
O=C(O)C(c2ccc3Oc1ccccc1CC(=O)c3(c2))C,Cid1243
O=C(O)C(c2ccc(C(=O)c1ccccc1)s2)C,Cid1244
O(CCCCC)C(c1ccc(cc1)C2CCCCC2)CBr,Cid1245
O=C(OCC)CCl,Cid1246
O=C(O)Nc1c(cc(OC(=O)NC)cc1C)C,Cid1247
O=C(Oc2cccc1c2(ccs1))NC,Cid1248
O=C(OCC)CC(C(=O)OCC)SP(C)(=S)SCCC,Cid1249
Fc3ccc4C1=NCCN1C(O)(c2ccccc2)c4(c3),Cid1250
N1=C(NCC(C)(C)C1)C(OCC)(c2ccc(cc2)Cl)CC,Cid1251
c1ccc3c(c1)N(c2ccccc2S3)CC4CN(C)CC4,Cid1252
O=C(OC)C=CCCCCC1C(=O)CC(O)C1(C=CC(O)C(C)(C)CCCC),Cid1253
O=C(O)CC2(OCCc1c3ccccc3([nH]c12))CCC,Cid1254
N=2c1ccccc1Sc4ccc(cc4(C=2N3CCN(C)CC3))Cl,Cid1255
c1ccc2c(c1)[nH]cc2C3CN(C)CC3,Cid1256
O=C(O)C(c1ccc3c(c1)C(=O)Cc2cc(ccc2S3)C)C,Cid1257
O=C(c1ccc(F)cc1)CCCN3CCC(O)(c2cccc(c2)C(F)(F)F)CC3,Cid1258
O=C(O)C(c1ccc3c(c1)CC(=O)c2ccccc2S3)C,Cid1259
Oc1c(OC)ccc3c1c2cc(OC)ccc2CCN(C)C(C3)CCc4ccccc4,Cid1260
O(CC(CC)CCCC)C(c1cccc(c1)C2CCCCC2)CBr,Cid1261
O=C(OCC)Nc1ccc4c(c1)N(C(=O)CCN2CCOCC2)c3ccccc3CC4,Cid1262
O=C(OCCN(CC)CC)C(c1ccccc1)(c2ccccc2)CCC,Cid1263
OC3(c1ccccc1)(c4ccccc4(C2=NCCN23)),Cid1264
O=C(Oc1cccc(OCC#C)c1)NC,Cid1265
c1ccc3c(c1)N(c2cc(ccc2S3)Cl)CCCN(C)C,Cid1266
O=C1NC(=O)C(C(=O)N1)(CC=C)C(C)CC,Cid1267
O=C(O)Cc2ccc3C(=O)c1ccccc1COc3(c2),Cid1268
O=C2Oc1cc(OP(=O)(OCC(C)Cl)OCC(C)Cl)ccc1C(=C2Cl)C,Cid1269
O=P(Oc1ccc(cc1Cl)Br)(OCC)SCCC,Cid1270
O=C2c1[nH]c(nc1N(C(=O)N2CCC)CCCC)C,Cid1271
